You are now connected to database "nc_news" as user "rob".
"ALL COMMENTS WHERE VOTES ARE MORE THAN 10"
 comment_id | article_id |                                                                                                                                                                                       body                                                                                                                                                                                       | votes |    author    |     created_at      
        278 |         23 | Reiciendis quo animi qui qui. Modi ipsam quas. Illo nihil quidem dolorem sapiente libero eum. Ea et molestiae aut magnam quo et rerum fugit eius. Porro dolorem id quasi. Illo asperiores qui sint.                                                                                                                                                                              |    19 | happyamy2016 | 2020-10-03 04:01:00
         60 |          7 | Aut optio perferendis praesentium fugiat. Vel similique non eveniet. Repellat molestiae ipsum voluptates.                                                                                                                                                                                                                                                                        |    19 | tickle122    | 2020-10-07 04:19:00
        296 |         30 | Ab impedit reprehenderit. Eligendi a asperiores. Vel ut modi inventore molestiae cum delectus et. Reiciendis excepturi eveniet.                                                                                                                                                                                                                                                  |    19 | happyamy2016 | 2020-02-20 02:16:00
         97 |         35 | Enim sunt nam rerum quidem. Quod quia aliquam numquam et laboriosam doloribus iusto et. Numquam quae quis hic maiores. Sed quos et dolore esse cumque consequatur blanditiis placeat omnis. Omnis qui magni explicabo.                                                                                                                                                           |    19 | weegembump   | 2020-02-20 07:13:00
        233 |         31 | Optio earum praesentium expedita tempore atque ipsam qui. Optio aliquam consequuntur minus quasi repudiandae omnis tempore tenetur. Ratione non earum est voluptatem sint laboriosam est sint. Assumenda rerum rerum consectetur blanditiis aliquid magnam amet. Alias quod qui et. Voluptatem esse delectus dolor eligendi officia autem.                                       |    19 | jessjelly    | 2020-02-08 23:12:00
        122 |         10 | Rerum iusto nisi impedit sit odio. Aperiam est et eum sit qui sunt expedita quaerat distinctio. Nulla neque sint reprehenderit delectus. Omnis est reprehenderit. Ab non magnam. Reiciendis quo eveniet voluptates possimus ipsum repellendus dolores.                                                                                                                           |    19 | cooljmessy   | 2020-10-05 00:06:00
        123 |         21 | Nisi itaque ipsum qui minus occaecati quia impedit consequatur. Et unde assumenda eos eum ducimus perferendis.                                                                                                                                                                                                                                                                   |    19 | cooljmessy   | 2020-07-25 20:24:00
        127 |         30 | Fuga sit accusantium sunt aliquam voluptates omnis facilis adipisci ad. Quaerat nostrum omnis officiis cumque placeat dolorem soluta. Quas pariatur ipsa ea quae totam sit porro veniam. Assumenda et id velit inventore dolores asperiores voluptas quo qui.                                                                                                                    |    19 | jessjelly    | 2020-09-05 20:21:00
        132 |          7 | Nihil neque maiores voluptatem sit. Culpa incidunt ut quo id qui provident reprehenderit necessitatibus.                                                                                                                                                                                                                                                                         |    19 | cooljmessy   | 2020-06-11 10:05:00
        139 |         32 | Blanditiis reiciendis eos est voluptas veniam. Vero voluptatem ut. Et ipsum laudantium modi consectetur ipsa. Itaque ut asperiores provident rem earum necessitatibus quaerat. Harum ipsam ex et accusantium aut. Tempora quia voluptatem omnis odio.                                                                                                                            |    19 | cooljmessy   | 2020-08-20 11:03:00
        144 |          5 | Placeat voluptatum consequatur ducimus et eum molestiae impedit eveniet. Recusandae rerum voluptas quia mollitia quam velit iusto. Eum eos similique minima necessitatibus nemo. Iure deleniti omnis enim animi iste delectus et consequuntur.                                                                                                                                   |    19 | grumpy19     | 2020-11-23 17:00:00
        217 |         19 | Ratione ea amet ut minus repellendus. Sunt ut qui sit commodi et nihil. Minima incidunt quibusdam rem id voluptas. Voluptatem rem omnis voluptatem facilis ipsum libero sunt. Aperiam aut quia.                                                                                                                                                                                  |    19 | happyamy2016 | 2020-11-12 18:20:00
        165 |         27 | Eaque vel unde ab voluptates sint. Doloribus in aut eaque sed laboriosam consequuntur voluptatem molestiae. Sed quibusdam similique aut consequatur reprehenderit omnis. Quasi et commodi nihil aut odio harum.                                                                                                                                                                  |    19 | happyamy2016 | 2020-11-18 07:03:00
        167 |          3 | Deleniti itaque et est unde autem. Labore illo commodi quaerat natus fugiat adipisci. Adipisci unde recusandae aliquam suscipit ipsum.                                                                                                                                                                                                                                           |    19 | grumpy19     | 2020-02-05 09:16:00
        130 |         34 | Ad odio a assumenda ad ut. Quidem modi in enim tempora labore. Culpa reiciendis nulla est maxime. Magni rem voluptatem sunt. Distinctio reiciendis consequatur aut eaque natus cum. Dicta rerum eum nisi.                                                                                                                                                                        |    18 | jessjelly    | 2020-01-26 18:23:00
        224 |          6 | Adipisci ut dignissimos doloribus iure quis vel aut. Neque voluptatem occaecati qui autem officiis. Aperiam incidunt qui assumenda reprehenderit maxime repudiandae voluptas deleniti.                                                                                                                                                                                           |    18 | jessjelly    | 2020-11-01 04:25:00
        267 |         21 | Rerum culpa facere minus exercitationem unde sit facilis. Ex sint neque et animi quia error sequi quibusdam tempora. Tempora temporibus et illo dolore praesentium. Non perspiciatis sit enim magnam nisi.                                                                                                                                                                       |    18 | weegembump   | 2020-07-31 21:17:00
        120 |         18 | Praesentium asperiores omnis porro facilis dignissimos sint exercitationem fugit. Error voluptas soluta veniam dicta amet iste. Deleniti assumenda id exercitationem accusantium. Ut sed eum est.                                                                                                                                                                                |    18 | cooljmessy   | 2020-02-22 14:12:00
        156 |         27 | Error nesciunt et aut ipsam. Dolorum doloribus pariatur.                                                                                                                                                                                                                                                                                                                         |    18 | happyamy2016 | 2020-07-02 15:01:00
        161 |         11 | Repellendus eos consequatur atque autem voluptatem et neque facere quas. Illum quaerat numquam labore dolorem harum dolores veritatis. Animi ex dolorum amet. Atque quia quasi labore sed molestiae.                                                                                                                                                                             |    18 | weegembump   | 2020-04-01 23:01:00
        131 |         36 | Atque consequuntur eligendi culpa cumque dolor et qui sapiente et. Quia placeat sed blanditiis consequatur velit possimus. Quidem fuga odio enim error voluptates vitae. Laboriosam qui consequatur sit illo minima ducimus reprehenderit necessitatibus impedit. Explicabo ducimus maxime.                                                                                      |    18 | cooljmessy   | 2020-08-11 07:21:00
        136 |         22 | Eveniet ratione rerum. Corrupti vitae excepturi sit repudiandae iste dolor consectetur sit eum.                                                                                                                                                                                                                                                                                  |    18 | weegembump   | 2020-06-22 21:23:00
        152 |          2 | Animi id fuga culpa voluptates sint qui. Nostrum deleniti optio quo quas eveniet excepturi voluptates voluptatem totam. Provident dolores nesciunt dignissimos quisquam laboriosam iusto aut recusandae est.                                                                                                                                                                     |    18 | grumpy19     | 2020-09-10 03:16:00
        272 |         33 | Distinctio excepturi laboriosam eos aperiam quis amet eum animi minima. Officiis in quia. Est consequatur optio atque nostrum iusto impedit harum quod asperiores.                                                                                                                                                                                                               |    17 | tickle122    | 2020-10-21 06:05:00
        288 |         26 | Maiores labore error debitis earum aliquid. Vel omnis a qui sint voluptatem aut. Sint ullam error velit.                                                                                                                                                                                                                                                                         |    17 | cooljmessy   | 2020-05-23 19:06:00
         36 |         28 | Debitis exercitationem numquam unde quo illo. Iste rerum rerum non accusantium voluptatibus adipisci expedita expedita adipisci. Minima quae velit et ea eveniet. Vero quis itaque. Aliquid facilis dolores consequatur ea amet magni aliquid.                                                                                                                                   |    17 | jessjelly    | 2020-05-26 19:06:00
        264 |         19 | Modi praesentium consequuntur nobis. Velit tempore consequuntur necessitatibus. Ab cumque nihil quae. Voluptas quis qui. Qui et ut.                                                                                                                                                                                                                                              |    17 | cooljmessy   | 2020-06-12 05:20:00
         99 |         19 | Reiciendis enim soluta a sed cumque dolor quia quod sint. Laborum tempore est et quisquam dolore. Qui voluptas consequatur cumque neque et laborum unde sed. Impedit et consequatur tempore dignissimos earum distinctio cupiditate.                                                                                                                                             |    17 | happyamy2016 | 2020-09-18 19:05:00
        172 |         16 | Repudiandae eos eligendi beatae aliquid incidunt temporibus sunt iste dolorem. Dolor iusto ratione quo quia. Deserunt architecto accusamus. Tempore commodi similique rerum vero quia. Ab sit asperiores assumenda est.                                                                                                                                                          |    16 | weegembump   | 2020-08-15 05:26:00
         24 |         31 | Quisquam perferendis est doloribus quidem a a. Quam quia ratione rerum facilis rerum est quo aut. Doloribus odio non aut tenetur et qui. Maiores vitae qui illo nisi illum. Accusamus consequatur ducimus vero non nobis alias ratione et aut.                                                                                                                                   |    16 | weegembump   | 2020-01-08 11:14:00
        110 |          8 | Rerum error nemo unde recusandae occaecati. Consectetur alias accusamus architecto dolores quo illum illum.                                                                                                                                                                                                                                                                      |    16 | weegembump   | 2020-02-16 13:08:00
        236 |         30 | Velit ut aut quia saepe dicta. Omnis hic voluptates doloremque earum voluptatibus pariatur. Natus error commodi impedit ad enim aspernatur. Illo maxime laboriosam ipsam temporibus iusto quae laboriosam dolorem debitis.                                                                                                                                                       |    16 | happyamy2016 | 2020-04-24 18:16:00
        173 |         15 | Laudantium non corrupti maxime aut ea ullam incidunt autem aperiam. Dicta adipisci delectus officia ea earum accusamus et et. Molestiae sed quidem nulla soluta dolor ipsum. Debitis nam laudantium provident occaecati deserunt cumque.                                                                                                                                         |    16 | tickle122    | 2020-06-12 12:18:00
         32 |         26 | Occaecati distinctio et maiores atque. Rerum aut vel iste beatae mollitia commodi. Cumque quia illum. Hic rerum sed.                                                                                                                                                                                                                                                             |    16 | happyamy2016 | 2020-01-02 14:18:00
         39 |         31 | Et veniam blanditiis fuga rem rem officiis debitis rerum. Est repudiandae tempora autem harum omnis et. Et consectetur sed assumenda asperiores amet quo eaque.                                                                                                                                                                                                                  |    16 | grumpy19     | 2020-07-21 01:04:00
         42 |         31 | Harum odit sed doloremque eos voluptates vero ipsa odio eos. Velit et voluptatum accusantium. Eligendi deserunt sunt optio est hic nisi reprehenderit. Quasi et delectus facere modi.                                                                                                                                                                                            |    16 | jessjelly    | 2020-02-12 08:26:00
        257 |         22 | Non consequuntur est et fugit delectus id occaecati aut consequatur. Et totam qui. Vel tempore qui quam iusto adipisci voluptate repudiandae cum. Temporibus et illum.                                                                                                                                                                                                           |    16 | jessjelly    | 2020-10-09 07:17:00
         73 |          4 | Fugiat molestiae iure et qui consequatur expedita quia. Est sed repellat nesciunt nulla sit in dolor laudantium. Totam vero et quam. In numquam magnam voluptas itaque. Quisquam vel vitae doloribus vel id laboriosam quibusdam.                                                                                                                                                |    16 | grumpy19     | 2020-01-24 07:01:00
        254 |         33 | Cupiditate commodi delectus molestiae exercitationem iure eum error et. Et pariatur dolores assumenda explicabo ut ut rem. Magni molestiae veritatis illum.                                                                                                                                                                                                                      |    16 | weegembump   | 2020-03-21 11:05:00
        210 |         17 | Et laboriosam aut. Ut natus possimus quia rerum autem culpa et officiis. Accusantium ut et et laudantium aspernatur inventore. Praesentium molestias odio.                                                                                                                                                                                                                       |    15 | grumpy19     | 2020-08-16 20:03:00
        248 |         16 | Quasi optio delectus eum aliquam numquam provident voluptatem eos numquam. Est iste quibusdam in. Qui architecto culpa tenetur modi.                                                                                                                                                                                                                                             |    15 | tickle122    | 2020-02-11 19:11:00
         66 |         27 | Aperiam similique recusandae et rerum aut unde sed. Fuga voluptatem illum aut impedit excepturi. Et quaerat minima in veniam in maxime nam quia. Fugit nostrum ipsa ipsa est sunt quidem nostrum sit pariatur. Voluptas aspernatur ex.                                                                                                                                           |    15 | weegembump   | 2020-01-06 17:03:00
        133 |         27 | Aut sed sunt odio quas quas sequi odit excepturi. Eius nisi modi quo aliquid est vero. Iure quis nihil est dolore repellendus ratione dolores eum nulla. Molestiae similique veritatis voluptas quia illum et repudiandae a corrupti. Quod optio quos. Tempore sequi quam.                                                                                                       |    15 | weegembump   | 2020-09-14 10:01:00
        183 |         12 | Eaque et officia maxime. Iusto provident a vitae. In dolorem numquam. Pariatur est laudantium laborum nostrum architecto assumenda ea maxime. Quia perferendis qui ducimus saepe et sunt cum dolore amet. Quibusdam aliquam nam illum consectetur aut porro.                                                                                                                     |    15 | cooljmessy   | 2020-11-15 09:14:00
         12 |         11 | Maiores sed dolor. Consequatur quasi itaque culpa. Tempora ut autem est ad est voluptatem officiis. Ut sequi quaerat qui nam sunt.                                                                                                                                                                                                                                               |    15 | happyamy2016 | 2020-06-19 06:00:00
        230 |         27 | Perferendis perspiciatis voluptates quia adipisci sequi voluptatem doloremque. Dignissimos quo quos. Placeat ipsum iste minima laudantium possimus voluptas in.                                                                                                                                                                                                                  |    14 | cooljmessy   | 2020-06-15 22:14:00
         30 |         15 | Et et esse magni qui minus quia adipisci dignissimos. Rerum ab sit voluptatum sequi aspernatur et.                                                                                                                                                                                                                                                                               |    14 | jessjelly    | 2020-08-25 23:10:00
         86 |          1 | Et explicabo dignissimos officia dolore rerum aliquam corrupti. Culpa corporis earum et earum officia a est atque at. Quidem quo recusandae delectus autem possimus blanditiis optio. Sed culpa culpa. Exercitationem nemo aspernatur alias ut qui.                                                                                                                              |    14 | tickle122    | 2020-10-04 02:03:00
        151 |         34 | Fuga hic sed. Minus expedita eos aut. Enim dolores iure consequatur et consequatur dolor autem. Itaque consequatur quia. Ullam officia cumque nihil officiis. Earum error iure sed non earum.                                                                                                                                                                                    |    14 | jessjelly    | 2020-08-31 10:09:00
        162 |          2 | Et suscipit maxime sit sunt consequuntur consequatur fugiat molestias. Et quis enim vero.                                                                                                                                                                                                                                                                                        |    14 | grumpy19     | 2020-10-03 19:22:00
        185 |         18 | Impedit iure ut est qui et qui sed. Nobis sint voluptatem asperiores. Ad sequi repellendus.                                                                                                                                                                                                                                                                                      |    14 | jessjelly    | 2020-02-02 15:13:00
        187 |          4 | Vitae quo nobis illum aut vel iure. Ut non distinctio quia soluta odit quasi ut mollitia accusamus. Eum perferendis neque quos dignissimos expedita totam fugit autem. Quis exercitationem dolor molestiae ullam asperiores impedit architecto dolor.                                                                                                                            |    14 | grumpy19     | 2020-06-23 02:00:00
        195 |         20 | Voluptas in neque quasi. Rem esse odio deserunt minima voluptatem laboriosam consequatur aut aliquam. Rerum ipsa et voluptas velit eveniet doloribus.                                                                                                                                                                                                                            |    14 | weegembump   | 2020-08-03 01:17:00
        213 |          7 | Voluptas accusantium eius earum aliquid. Earum et rerum. Expedita dolores ut autem fuga id accusamus et.                                                                                                                                                                                                                                                                         |    14 | weegembump   | 2020-11-21 01:09:00
        241 |         26 | A aliquam aut voluptas eius. Ducimus omnis molestias eum veniam nostrum laborum. Sunt error praesentium eos.                                                                                                                                                                                                                                                                     |    14 | happyamy2016 | 2020-10-08 23:19:00
        262 |         25 | Quia adipisci veritatis quia voluptate aperiam dolor. Consequatur ipsam doloremque. Et reiciendis et in ut necessitatibus et voluptatem. Et voluptatem ut. Officiis eos exercitationem sequi temporibus debitis nemo sit.                                                                                                                                                        |    14 | grumpy19     | 2020-10-01 11:10:00
        299 |         27 | Sit vitae ut labore doloribus consequatur quam. Perferendis odit provident officia debitis laboriosam aut odio quo. Iusto aperiam dolorum ex commodi animi dignissimos. Qui sint cupiditate ut labore temporibus excepturi.                                                                                                                                                      |    14 | grumpy19     | 2020-05-25 03:03:00
         34 |         27 | Omnis dolores sit. Suscipit dolore quia quia quia qui sunt error. Velit dolores eum cupiditate officiis minima quaerat. Fugiat occaecati magnam distinctio. Ut quia maxime adipisci dolorem qui nesciunt et voluptas.                                                                                                                                                            |    13 | jessjelly    | 2020-11-08 21:14:00
         61 |         31 | Quos deserunt ut doloremque animi. Error ipsum assumenda aliquam tempore est et suscipit eveniet necessitatibus. Sequi illo dolor quia incidunt voluptates sint dolore. Aut impedit dolores.                                                                                                                                                                                     |    13 | cooljmessy   | 2020-03-07 16:04:00
        298 |         11 | Et non quia sunt dolorem vero sint optio perspiciatis. Assumenda dolor est aut cum amet assumenda autem. Iusto earum vero animi nihil error non placeat.                                                                                                                                                                                                                         |    13 | tickle122    | 2020-03-14 14:02:00
        170 |         17 | Atque voluptas quaerat odio quis. Maxime eligendi autem a consectetur dolores ea necessitatibus consequatur molestias. Autem voluptatem soluta ipsa et qui iure neque est. Qui architecto reiciendis id repudiandae omnis aspernatur veniam est nobis. Ducimus eveniet voluptatum enim et fuga officia omnis consectetur. Recusandae et sint quia dolor voluptatem sit autem id. |    13 | weegembump   | 2020-07-14 19:04:00
        228 |         23 | Omnis in magni temporibus dolor necessitatibus est reiciendis. Voluptate suscipit cumque earum. Quaerat fuga voluptates qui ut sed asperiores expedita quasi. Et corporis officia dignissimos maiores fugit deserunt quos qui qui. Explicabo eum sint dolorem quas dolorem doloremque quasi in vel.                                                                              |    13 | jessjelly    | 2020-03-08 22:12:00
         49 |         31 | Omnis dolor rerum culpa est ducimus totam voluptatibus id. Consequuntur vel cupiditate asperiores. Eos non molestiae accusamus esse excepturi animi vel animi.                                                                                                                                                                                                                   |    13 | cooljmessy   | 2020-11-05 18:26:00
          7 |         17 | Facilis corporis animi et non non minus nisi. Magnam et sequi dolorum fugiat ab assumenda.                                                                                                                                                                                                                                                                                       |    12 | tickle122    | 2020-04-08 23:10:00
        166 |         23 | Dolores facere consequatur. Voluptatem sed debitis esse voluptatem error debitis laborum. Provident provident et et laboriosam qui sunt et temporibus ut. Totam ipsa dicta officia sit et itaque. Enim sit debitis inventore reprehenderit at et ducimus. Culpa qui et odio exercitationem.                                                                                      |    12 | cooljmessy   | 2020-08-05 08:03:00
        115 |         33 | Neque dolor sint illum id consequuntur debitis qui nam eum. Nam adipisci similique consequatur officiis. Totam qui enim at iste dolorem ullam. Tenetur laudantium sed facilis aspernatur occaecati. Provident rerum quia consectetur et. Molestiae eligendi commodi.                                                                                                             |    12 | happyamy2016 | 2020-01-16 09:21:00
         48 |         34 | Eaque fugiat est veniam ex praesentium et saepe molestias non. Est dolore et sint consequuntur.                                                                                                                                                                                                                                                                                  |    12 | jessjelly    | 2020-03-08 20:02:00
        107 |         29 | Enim ea consectetur soluta. Voluptatem est inventore cumque quo quia itaque. Labore vel odit accusantium. Error molestias iusto nostrum enim mollitia eius sequi ea.                                                                                                                                                                                                             |    12 | jessjelly    | 2020-04-01 02:11:00
         15 |         13 | Voluptas enim dolores minima repellendus corporis mollitia omnis. Consectetur vitae quaerat possimus repellendus. Cumque maxime nisi itaque aliquid vel non non.                                                                                                                                                                                                                 |    12 | jessjelly    | 2020-01-03 13:22:00
        164 |         24 | Qui aut nihil temporibus enim. Consequatur officiis quia. Sit vero eum.                                                                                                                                                                                                                                                                                                          |    12 | cooljmessy   | 2020-06-15 01:01:00
        199 |         10 | Autem magnam sequi quidem inventore dolorem sed dicta qui quis. Voluptatem sit pariatur esse similique nam corporis provident. Quo quam ducimus repudiandae voluptas. Officia ducimus quo praesentium ducimus est nesciunt molestias sequi.                                                                                                                                      |    12 | jessjelly    | 2020-06-03 01:26:00
        225 |         17 | Laborum ipsa molestiae dolore et ut suscipit. Quia odio quod harum consequatur. Ut illum natus saepe. Odit impedit non ipsa ex. Eveniet sapiente dolores et dolorem est.                                                                                                                                                                                                         |    12 | cooljmessy   | 2020-05-18 00:24:00
         81 |          7 | Incidunt perferendis et eum. Odit aut eaque. Repudiandae et quia impedit quisquam dolore fugit. Magnam non magni qui molestias dolore sed facere blanditiis. Qui doloribus autem dolorum dolor aliquam. Tempora cum officia tempore.                                                                                                                                             |    12 | weegembump   | 2020-07-26 00:10:00
        263 |         26 | Occaecati ut officiis temporibus et atque exercitationem quae velit est. Ut maiores illum quo eos et veritatis quisquam sunt voluptatibus. Aut eos vel. Explicabo repellendus culpa occaecati beatae odio magnam ex. Dolor tempore consequatur.                                                                                                                                  |    12 | jessjelly    | 2020-01-18 08:06:00
         58 |         16 | Dicta et doloremque rerum quod dolorem mollitia exercitationem quia. Quas quis quam recusandae occaecati sit voluptas. Et ut voluptatibus est eos. Placeat consectetur non nisi dolores ea non unde sit aperiam.                                                                                                                                                                 |    12 | jessjelly    | 2020-04-01 11:07:00
         27 |         31 | Dolorem aspernatur labore reiciendis. Similique consequuntur voluptatem illum voluptate illo voluptas et nihil rem. Deserunt et totam tenetur quod. Maxime atque dolorem velit ut sit assumenda. Suscipit tenetur nemo ut ea eos et molestiae quisquam. Architecto asperiores esse.                                                                                              |    12 | happyamy2016 | 2020-05-19 01:14:00
         37 |         23 | Ut odit ad repudiandae laudantium facilis pariatur aliquid. Pariatur quidem voluptatibus recusandae in consequatur beatae sint. Aut error ratione culpa ipsam autem saepe vel sit enim. Adipisci voluptas sit sed perferendis ipsum molestiae. Sit perferendis veritatis illo et facilis eos libero error. Repellendus ea dolores deserunt inventore.                            |    12 | tickle122    | 2020-09-18 15:13:00
        279 |         24 | Dolor architecto quaerat rerum dolore qui et sunt assumenda quas. Inventore vero eius odio ipsa repudiandae atque dignissimos. Consequuntur et praesentium qui ut soluta suscipit ut tempora. Ratione blanditiis aut molestiae molestiae ut. Corporis nam consequatur sapiente dicta quae repudiandae id ut sint. Reprehenderit omnis magnam.                                    |    12 | grumpy19     | 2020-09-01 23:05:00
        281 |          7 | Facilis magni odit doloribus et illo ea dignissimos voluptate. Sit officia repudiandae eius suscipit velit fuga qui esse. Necessitatibus minus omnis minus ab.                                                                                                                                                                                                                   |    12 | happyamy2016 | 2020-03-12 07:05:00
        190 |         20 | Dolorum fugiat temporibus quia quisquam. Et id minima.                                                                                                                                                                                                                                                                                                                           |    12 | cooljmessy   | 2020-08-05 22:04:00
        191 |          2 | Ex beatae harum qui. Et minima qui. Molestiae quod commodi tenetur corporis id necessitatibus eum nobis. Ut dolorem eveniet. Ex dolor qui. Officia reprehenderit ducimus iure placeat.                                                                                                                                                                                           |    12 | weegembump   | 2020-08-05 13:17:00
         31 |          1 | Sit sequi odio suscipit. Iure quisquam qui alias distinctio eos officia enim aut sit. Corrupti ut praesentium ut iste earum itaque qui. Dolores in ab rerum consequuntur. Id ab aliquid autem dolore.                                                                                                                                                                            |    11 | weegembump   | 2020-09-26 17:16:00
        208 |         16 | Sunt quos sit suscipit est veritatis molestias accusamus. Animi voluptatum et aliquam dolorum et molestiae culpa sed qui. Sapiente rerum tempore amet quia nesciunt.                                                                                                                                                                                                             |    11 | jessjelly    | 2020-01-11 08:00:00
        163 |         13 | Beatae labore et voluptatem aut iure. Labore cum tempore eaque cum. Doloribus omnis neque nihil odio ipsum dolore voluptates.                                                                                                                                                                                                                                                    |    11 | grumpy19     | 2020-04-23 02:10:00
        231 |          3 | Consequatur inventore voluptatum hic qui magnam nulla rerum. Beatae sint sed qui iure in est. Quo quibusdam molestias autem animi repellendus at et. Voluptates maxime recusandae. Repudiandae qui nesciunt.                                                                                                                                                                     |    11 | happyamy2016 | 2020-08-07 07:05:00
        112 |          3 | Voluptatem ipsam doloremque voluptate debitis voluptas nam non delectus rem. Et dicta assumenda dignissimos sed ea. Odit perspiciatis dicta consequatur aut facere in. Accusamus qui laudantium tenetur reprehenderit sed et velit iusto. Illo nihil voluptas rerum.                                                                                                             |    11 | grumpy19     | 2020-08-06 12:04:00
         96 |         23 | Eos exercitationem dolorem autem autem nesciunt voluptas molestiae quas. Ut id qui. Quis quia consequatur veritatis magnam autem. Corrupti corporis illo in in est aperiam.                                                                                                                                                                                                      |    11 | weegembump   | 2020-09-07 09:22:00
         95 |         21 | Praesentium pariatur a nisi. Minima eius est saepe aut.                                                                                                                                                                                                                                                                                                                          |    11 | grumpy19     | 2020-01-22 17:04:00
        251 |          9 | Velit excepturi placeat qui. Sed et sint molestias ut temporibus. Odit nulla rerum vitae ut omnis asperiores molestias odio. Dolorem pariatur molestiae rerum sunt enim assumenda mollitia dicta est.                                                                                                                                                                            |    11 | cooljmessy   | 2020-03-14 14:26:00
        194 |         15 | Sit dolore et et voluptatem consequatur. Nostrum quae accusamus repellendus quae esse eligendi quaerat incidunt omnis.                                                                                                                                                                                                                                                           |    11 | cooljmessy   | 2020-03-20 06:06:00
        197 |         18 | Autem similique commodi et vel autem minima quos quam. Animi et dignissimos recusandae repellat officia excepturi sunt. Occaecati vel excepturi qui voluptatem et illo hic. Voluptas itaque et. Hic fugiat tempore soluta sequi nisi perspiciatis rerum perspiciatis. Corrupti accusantium ullam corporis facilis ea omnis enim.                                                 |    11 | tickle122    | 2020-08-21 08:13:00
(100 rows)

